,PHRASE,COUNT,ON_TOPIC,UNIQUE,SPECIFIC
250,held,3360,0,,
251,statement,2294,0,,
252,inside,2702,0,,
253,county,1325,0,,
254,program,1953,0,,
255,attorneys,980,0,,
256,case,3929,0,,
257,care,2855,0,,
258,early,2492,0,,
259,time,8097,0,,
260,back,3902,0,,
261,alerts,216,0,,
262,sides,259,0,,
263,five,2298,0,,
264,support,1901,0,,
265,even,4075,0,,
266,two,6894,0,,
267,disease,1291,0,,
268,since,3571,0,,
269,old,3285,0,,
270,family,3475,0,,
271,photo,385,0,,
272,quarantine,813,0,,
273,work,3611,0,,
274,elected,337,0,,
275,conservative,228,0,,
276,media,1393,0,,
277,hand sanitizer,359,0,,
278,dont,3095,0,,
279,weeks,1981,0,,
280,often,1929,0,,
281,enter,344,0,,
282,plane,114,0,,
283,cultural,91,0,,
284,pose,376,0,,
285,end,2209,0,,
286,hospital,1410,0,,
287,deputies,215,0,,
288,behind,2617,0,,
289,counter,170,0,,
290,human,1874,0,,
291,public health,717,0,,
292,self,945,0,,
293,entertainment,65,0,,
294,deaths,1657,0,,
295,companies,471,0,,
296,letter,1490,0,,
297,think,2151,0,,
298,first,4675,0,,
299,within,1633,0,,
300,serving,2358,0,,
301,crisis,1364,0,,
302,one,10037,0,,
303,agency,1295,0,,
304,really,1794,0,,
305,published,656,0,,
306,got,1834,0,,
307,spokesperson,777,0,,
308,must,1682,0,,
309,member,917,0,,
310,million,1592,0,,
311,begin,565,0,,
312,eligible,833,0,,
313,made,3228,0,,
314,emergency,823,0,,
315,largest,803,0,,
316,board,954,0,,
317,opinion,246,0,,
318,low,1472,0,,
319,former,3099,0,,
320,audience,172,0,,
321,female,683,0,,
322,grand,201,0,,
323,six,1733,0,,
324,possession,474,0,,
325,without,2734,0,,
326,sheriffs,675,0,,
327,progress,279,0,,
328,use,2739,0,,
329,plan,1227,0,,
330,stem,147,0,,
331,opportunities,306,0,,
332,receive,749,0,,
333,right,2513,0,,
334,hundred,172,0,,
335,hand,995,0,,
336,valid,82,0,,
337,interested,163,0,,
338,video,1501,0,,
339,sent,1711,0,,
340,scores,179,0,,
341,capital,439,0,,
342,strategy,244,0,,
343,quarantined,376,0,,
344,carrying,235,0,,
345,call,1631,0,,
346,level,1358,0,,
347,friend,493,0,,
348,soon,747,0,,
349,families,1522,0,,
350,signing,145,0,,
351,large,969,0,,
352,growing,577,0,,
353,mask,380,0,,
354,young,1176,0,,
355,becoming,331,0,,
356,spreading,463,0,,
357,outlet,157,0,,
358,concerns,1210,0,,
359,box,207,0,,
360,didnt,2039,0,,
361,official,1277,0,,
362,journalists,485,0,,
363,serious,1483,0,,
364,conversations,208,0,,
365,could,5690,0,,
366,voice,337,0,,
367,link,149,0,,
368,unique,223,0,,
369,male,486,0,,
370,day,4383,0,,
371,reduce,1309,0,,
372,large scale,67,0,,
373,sent home,53,0,,
374,lawyers,1286,0,,
375,including,4269,0,,
376,world,1591,0,,
377,degree,545,0,,
378,month,2528,0,,
379,found,3173,0,,
380,face,1677,0,,
381,force,981,0,,
382,offers,188,0,,
383,already,2182,0,,
384,around,2675,0,,
385,phone,1436,0,,
386,make,3353,0,,
387,sick call,46,0,,
388,confirm,191,0,,
389,infected,955,0,,
390,outside,2343,0,,
391,three,4172,0,,
392,time credits,101,0,,
393,added,1731,0,,
394,ago,1236,0,,
395,social,2151,0,,
396,units,648,0,,
397,rates,723,0,,
398,much,2278,0,,
399,agreed,586,0,,
400,Attorney General,559,0,,
401,outbreaks,495,0,,
402,effort,775,0,,
403,third,762,0,,
404,created,516,0,,
405,scale,267,0,,
406,led,1179,0,,
407,twenty,67,0,,
408,comment,1070,0,,
409,black,1106,0,,
410,sentencing,992,0,,
411,still,3215,0,,
412,policy,1435,0,,
413,camps,433,0,,
414,days,3449,0,,
415,original,330,0,,
416,youth,492,0,,
417,provide,1381,0,,
418,unit,1295,0,,
419,society,1103,0,,
420,might,1336,0,,
421,allegedly,784,0,,
422,ahead,346,0,,
423,shown,358,0,,
424,come,1891,0,,
425,ten,206,0,,
426,employees,1035,0,,
427,director,1666,0,,
428,preferences,50,0,,
429,basis,362,0,,
430,speaker,72,0,,
431,saying,1487,0,,
432,union,618,0,,
433,charged,1234,0,,
434,likely,1530,0,,
435,consider,528,0,,
436,incidents,422,0,,
437,amid,742,0,,
438,asked,1757,0,,
439,getting,1439,0,,
440,charge,927,0,,
441,help,2645,0,,
442,happen,656,0,,
443,administration,1175,0,,
444,island,316,0,,
445,need,2341,0,,
446,woman,1110,0,,
447,parents,688,0,,
448,legislation,717,0,,
449,go,2624,0,,
450,today,954,0,,
451,working,1915,0,,
452,another,2807,0,,
453,sources,359,0,,
454,months,2927,0,,
455,happening,463,0,,
456,warrant,174,0,,
457,extended,255,0,,
458,high,2598,0,,
459,governments,705,0,,
460,way,2762,0,,
461,never,2104,0,,
462,called,2655,0,,
463,article,659,0,,
464,application,232,0,,
465,Saudi led,35,0,,
466,see,2275,0,,
467,something,1436,0,,
468,supervised,201,0,,
469,things,1272,0,,
470,actually,861,0,,
471,books,377,0,,
472,orders,396,0,,
473,Legal Aid,190,0,,
474,wish,145,0,,
475,teens,106,0,,
476,Circle Bear,204,0,,
477,nations,561,0,,
478,receiving,417,0,,
479,guidelines,441,0,,
480,Supreme Court,681,0,,
481,special,992,0,,
482,judges,880,0,,
483,prison sentences,255,0,,
484,check,412,0,,
485,order,1911,0,,
486,meet,763,0,,
487,research,488,0,,
488,immigrants,500,0,,
489,vulnerable,1383,0,,
490,following,1219,0,,
491,opioid,195,0,,
492,criminal justice system,808,0,,
493,entered,285,0,,
494,team,794,0,,
495,sheriff,410,0,,
496,total,864,0,,
497,punishment,895,0,,
498,matter,1017,0,,
499,approach,446,0,,
500,taken,2137,0,,
501,available,810,0,,
502,less,1646,0,,
503,staff members,565,0,,
504,rehabilitation,691,0,,
505,night,1182,0,,
506,asymptomatic,163,0,,
507,profit,375,0,,
508,screened,100,0,,
509,person,1986,0,,
510,rate,1060,0,,
511,locked,1132,0,,
512,denied,1283,0,,
513,mandatory,418,0,,
514,reporting,626,0,,
515,overcrowding,490,0,,
516,breaking,492,0,,
517,Belmarsh prison,62,0,,
518,low level,410,0,,
519,Cook County,425,0,,
520,measures,1076,0,,
521,mental health,1011,0,,
522,imprisonment,521,0,,
523,groups,1301,0,,
524,remain,1049,0,,
525,tests,426,0,,
526,good,1736,0,,
527,code,122,0,,
528,long,2732,0,,
529,wife,692,0,,
530,mother,1168,0,,
531,return,1048,0,,
532,mail,268,0,,
533,offender,498,0,,
534,harm,700,0,,
535,housing,1321,0,,
536,membership,30,0,,
537,worked,898,0,,
538,members,2601,0,,
539,law enforcement,673,0,,
540,Van Houten,182,0,,
541,costs,442,0,,
542,respondents,59,0,,
543,records,1062,0,,
544,request,1146,0,,
545,filed,1133,0,,
546,reduction,310,0,,
547,food,1018,0,,
548,action,1124,0,,
549,data,1033,0,,
550,prison camp,111,0,,
551,sisters,129,0,,
552,legal,1704,0,,
553,Mayor Bill de,237,0,,
554,full,1095,0,,
555,stated,325,0,,
556,process,1406,0,,
557,cost,581,0,,
558,gang,859,0,,
559,cruel,378,0,,
560,laws,831,0,,
561,lives,1435,0,,
562,San Quentin,604,0,,
563,issue,1120,0,,
564,services,1187,0,,
565,pay,1049,0,,
566,thousand,153,0,,
567,pads,100,0,,
568,want,2238,0,,
569,solidarity,103,0,,
570,private prison,320,0,,
571,dead,970,0,,
572,let,1059,0,,
573,security forces,207,0,,
574,high risk,527,0,,
575,correction,366,0,,
576,list,597,0,,
577,Hart Island,178,0,,
578,friends,767,0,,
579,guard,1018,0,,
580,among,2154,0,,
581,late,1033,0,,
582,power,1102,0,,
583,president,1287,0,,
584,self harm,199,0,,
585,State Attorney,20,0,,
586,crowded,333,0,,
587,names,325,0,,
588,secondary,35,0,,
589,self quarantine,48,0,,
590,Correctional Center,557,0,,
591,business,517,0,,
592,activists,719,0,,
593,record,910,0,,
594,accused,1131,0,,
595,allow,931,0,,
596,risk to,311,0,,
597,do not pose,35,0,,
598,jails and prisons,524,0,,
599,an inmate,915,0,,
600,prisons and jails,460,0,,
601,the inmates,1162,0,,
602,the Taliban,632,0,,
603,the US,1399,0,,
604,the coronavirus,3196,0,,
605,The Daily,207,0,,
606,and stories,392,0,,
607,according to,4979,0,,
608,Also on,120,0,,
609,news and,447,0,,
610,the virus,3154,0,,
611,The news,449,0,,
612,the United States,3136,0,,
613,in the,19860,0,,
614,that the,5803,0,,
615,spread of the,833,0,,
616,this story,189,0,,
617,he was,4696,0,,
618,editor of,50,0,,
619,to release,1608,0,,
620,the spread of,1315,0,,
621,site is,270,0,,
622,the community,731,0,,
623,the Afghan,285,0,,
624,at the,8731,0,,
625,The Intercept,202,0,,
626,for the,7931,0,,
627,the UK,483,0,,
628,protected by,294,0,,
629,and the,6233,0,,
630,the bill,565,0,,
631,that matters,219,0,,
632,is a,3455,0,,
633,Read more,501,0,,
634,the peace,113,0,,
635,release of,1639,0,,
636,as of,555,0,,
637,has been,4406,0,,
638,Department of,2538,0,,
639,your inbox,448,0,,
640,be released,1700,0,,
641,to The,310,0,,
642,do not,836,0,,
643,she was,1602,0,,
644,the government,1220,0,,
645,risk to the,117,0,,
646,percent of,1038,0,,
647,more than,4578,0,,
648,government has,333,0,,
649,in a,8353,0,,
650,the jail,1977,0,,
651,The Post,267,0,,
652,to be,7660,0,,
653,I was,1821,0,,
654,The Taliban,130,0,,
655,were released,317,0,,
656,had been,3219,0,,
657,of inmates,1432,0,,
658,the prison,4201,0,,
659,and public,195,0,,
660,the Afghan government,184,0,,
661,The Canary,39,0,,
662,to the,13922,0,,
663,off with,75,0,,
664,to the community,176,0,,
665,prison in,1802,0,,
666,of coronavirus,776,0,,
667,tested positive for,1324,0,,
668,with the,5203,0,,
669,in Iraq,144,0,,
670,on the,7077,0,,
671,charge to,92,0,,
672,of COVID,901,0,,
673,England and Wales,310,0,,
674,the release of,1139,0,,
675,The new,191,0,,
676,pose a,205,0,,
677,by the,5145,0,,
678,and the Taliban,104,0,,
679,Read More,190,0,,
680,and special,189,0,,
681,according to the,1693,0,,
682,can provide,108,0,,
683,prisons and,1218,0,,
684,back in,365,0,,
685,between the,522,0,,
686,the new,790,0,,
687,to receive,279,0,,
688,the federal,1402,0,,
689,have been,5445,0,,
690,to vote,692,0,,
691,in prison,3946,0,,
692,he says,575,0,,
693,the state,2582,0,,
694,is back in,56,0,,
695,the facility,1480,0,,
696,on Wednesday,560,0,,
697,of the coronavirus,732,0,,
698,becoming a,73,0,,
699,released from,1334,0,,
700,at a,2404,0,,
701,of this,1030,0,,
702,WASHINGTON The,43,0,,
703,that matter,189,0,,
704,the Bureau of,976,0,,
705,a deal,119,0,,
706,of Americas,110,0,,
707,one of Americas,50,0,,
708,on a,2334,0,,
709,the Wuhan,21,0,,
710,to any,227,0,,
711,would like to,148,0,,
712,the prisoner,383,0,,
713,created by,125,0,,
714,case by case,86,0,,
715,is available,133,0,,
716,a case by,65,0,,
717,to get,2248,0,,
718,be a,1246,0,,
719,with a friend,53,0,,
720,ADVERTISEMENT The,79,0,,
721,Department of Corrections,1374,0,,
722,The Afghan government,57,0,,
723,by The,273,0,,
724,provide a,176,0,,
725,would be interested,49,0,,
726,coronavirus in,302,0,,
727,demand that,75,0,,
728,community and,127,0,,
729,you are,341,0,,
730,it with a,50,0,,
731,are happening,60,0,,
732,the community and,73,0,,
733,who work,135,0,,
734,access to,1426,0,,
735,email to,79,0,,
736,just the,213,0,,
737,inmates and,1372,0,,
738,exposure to,124,0,,
739,to be released,798,0,,
740,people in,1619,0,,
741,on Tuesday,666,0,,
742,to your inbox,207,0,,
743,their sentences,488,0,,
744,at Guantanamo,288,0,,
745,with a,2940,0,,
746,spokesman for the,231,0,,
747,Republic of,53,0,,
748,enter a,65,0,,
749,you need,120,0,,
750,County where,44,0,,
751,of our,885,0,,
752,you dont,205,0,,
753,to end,401,0,,
754,the Mississippi,262,0,,
755,of prisoners,1167,0,,
756,inmates who,1044,0,,
757,who work in,63,0,,
758,companies and,27,0,,
759,on Monday,692,0,,
760,from the,5219,0,,
761,going to,2133,0,,
762,you need to,76,0,,
763,contributed to this,248,0,,
764,an outbreak,247,0,,
765,is one of,459,0,,
766,a spokesman for,141,0,,
767,their own,631,0,,
768,talks with,129,0,,
769,during this,159,0,,
770,on the coronavirus,162,0,,
771,in New York,954,0,,
772,would be,2162,0,,
773,public health and,61,0,,
774,a friend,174,0,,
775,like to,315,0,,
776,a valid,50,0,,
777,the COVID,330,0,,
778,Thank you,122,0,,
779,positive for the,702,0,,
780,a case,283,0,,
781,to this report,242,0,,
782,and public safety,45,0,,
783,on Thursday,559,0,,
784,inmates have,828,0,,
785,the city,885,0,,
786,a federal,911,0,,
787,need to know,48,0,,
788,the new coronavirus,127,0,,
789,be sent,172,0,,
790,Sign up,358,0,,
791,on Twitter,530,0,,
792,the nations,373,0,,
793,did not,2053,0,,
794,a risk to,58,0,,
795,on Friday,581,0,,
796,is more than,273,0,,
797,inmates in,994,0,,
798,to prevent,684,0,,
799,a risk,179,0,,
800,of emergency,68,0,,
801,work in,268,0,,
802,of people,1694,0,,
803,to be sent,48,0,,
804,who do,93,0,,
805,in Afghanistan,204,0,,
806,of his,2459,0,,
807,people who,1699,0,,
808,to confirm,67,0,,
809,it with,133,0,,
810,This is,1343,0,,
811,the pandemic,1192,0,,
812,who do not,62,0,,
813,you know,434,0,,
814,will be,2342,0,,
815,and local,269,0,,
816,the BOP,380,0,,
817,Download the,79,0,,
818,agreeing to,36,0,,
819,as a,4004,0,,
820,signing up,45,0,,
821,have tested positive,812,0,,
822,you do,101,0,,
823,positive for COVID,501,0,,
824,is the,2005,0,,
825,If you,384,0,,
826,in the United,798,0,,
827,Get all,121,0,,
828,all the latest,121,0,,
829,The Associated Press,360,0,,
830,if you,387,0,,
831,If you dont,37,0,,
832,the country,2189,0,,
833,the prosecution,68,0,,
834,on coronavirus,129,0,,
835,due to,1547,0,,
836,not pose a,40,0,,
837,in an,1656,0,,
838,the British,157,0,,
839,to a,4547,0,,
840,the Israeli,109,0,,
841,This article is,263,0,,
842,Sign up here,138,0,,
843,sent a,172,0,,
844,at any time,64,0,,
845,Assange is,75,0,,
846,the box,69,0,,
847,state of emergency,44,0,,
848,the citys,468,0,,
849,Epstein was,358,0,,
850,stem the spread,59,0,,
851,by email,55,0,,
852,wish to,52,0,,
853,that he,2498,0,,
854,number of,2637,0,,
855,the largest,423,0,,
856,a prisoner,592,0,,
857,the box if,32,0,,
858,box if you,32,0,,
859,the disease,566,0,,
860,a state,389,0,,
861,the deal,101,0,,
862,hundreds of,772,0,,
863,in England and,242,0,,
864,in state,397,0,,
865,enter a valid,32,0,,
866,Please enter a,32,0,,
867,a valid email,32,0,,
868,the European,102,0,,
869,since the,660,0,,
870,to stem the,83,0,,
871,opinion and,20,0,,
872,jails and,766,0,,
873,health and,536,0,,
874,Ministry of Justice,331,0,,
875,email from,28,0,,
876,is not,1857,0,,
877,that can,347,0,,
878,a statement,1485,0,,
879,the board,262,0,,
880,of Justice,816,0,,
881,be sent home,22,0,,
882,refused to,524,0,,
883,up you,24,0,,
884,the countrys,584,0,,
885,daily to,135,0,,
886,get the,298,0,,
887,prisoners and,754,0,,
888,a large,334,0,,
889,in Israeli,97,0,,
890,out of,3119,0,,
891,the outlet,62,0,,
892,to our,293,0,,
893,The US,169,0,,
894,in prisons,994,0,,
895,the releases,46,0,,
896,coronavirus crisis and,84,0,,
897,and begin,26,0,,
898,if you do,23,0,,
899,contributed to,377,0,,
900,at any,170,0,,
901,news on,140,0,,
902,not wish,24,0,,
903,locked up,641,0,,
904,reporting on the,97,0,,
905,who are,2227,0,,
906,of the virus,717,0,,
907,of the European,39,0,,
908,photo of,72,0,,
909,You can,174,0,,
910,health and public,19,0,,
911,his cell,606,0,,
912,in his,1810,0,,
913,state of,460,0,,
914,link to,26,0,,
915,that Assange,49,0,,
916,the ACLU,320,0,,
917,the link,26,0,,
918,He was,1497,0,,
919,the county,436,0,,
920,at Elkton,71,0,,
921,thousands of,1046,0,,
922,a prisoner swap,64,0,,
923,subscribe to,94,0,,
924,coronavirus cases,391,0,,
925,the New York,661,0,,
926,and use,66,0,,
927,federal Bureau of,207,0,,
928,you do not,22,0,,
929,the world,949,0,,
930,in Cuba,91,0,,
931,to know,415,0,,
932,such as,1418,0,,
933,spread of COVID,230,0,,
934,It is,1191,0,,
935,of the new,105,0,,
936,was a,2061,0,,
937,Department of Correction,296,0,,
938,the agency,634,0,,
939,to his,1117,0,,
940,the first,2025,0,,
941,that they,1619,0,,
942,in a statement,1029,0,,
943,of a,4582,0,,
944,the communist,23,0,,
945,so we can,43,0,,
946,so we,134,0,,
947,inmates on,135,0,,
948,is that,910,0,,
949,on March,524,0,,
950,need to,1225,0,,
951,who is,1064,0,,
952,likely to,718,0,,
953,to protect,937,0,,
954,to do,1835,0,,
955,both sides,133,0,,
956,and a,2534,0,,
957,According to,1263,0,,
958,at least inmates,92,0,,
959,to support,297,0,,
960,people are,811,0,,
961,use the,232,0,,
962,can keep,43,0,,
963,effort to,516,0,,
964,coronavirus outbreak,539,0,,
965,at Abu Ghraib,48,0,,
966,probation and,186,0,,
967,in Yemen,101,0,,
968,of coronavirus in,90,0,,
969,it is,1852,0,,
970,this week,778,0,,
971,inmate is,129,0,,
972,the truth,146,0,,
973,the same,2003,0,,
974,after the,1372,0,,
975,by case basis,62,0,,
976,of an,875,0,,
977,the filing,62,0,,
978,ahead of,224,0,,
979,not just the,79,0,,
980,that is,923,0,,
981,of their,1862,0,,
982,In a,1046,0,,
983,The United States,391,0,,
984,the burden,58,0,,
985,with the Taliban,119,0,,
986,of her,918,0,,
987,of Covid,240,0,,
988,was arrested,799,0,,
989,could be,1193,0,,
990,will also,166,0,,
991,for his,966,0,,
992,I think,896,0,,
993,convicted of,1284,0,,
994,telling the,69,0,,
995,In a letter,84,0,,
996,to bring you,73,0,,
997,one of,3258,0,,
998,the coronavirus pandemic,582,0,,
999,in Miami,53,0,,
