,PHRASE,COUNT,ON_TOPIC,UNIQUE,SPECIFIC
153,movement,3804,0,,
154,racism,1325,0,,
155,political,8080,0,,
156,two,8470,0,,
157,custody,151,0,,
158,stores,130,0,,
159,students,1494,0,,
160,law,5042,0,,
161,workers,939,0,,
162,outside,1445,0,,
163,even,7412,0,,
164,family,2565,0,,
165,capital,2064,0,,
166,group,4058,0,,
167,bin,668,0,,
168,journalists,990,0,,
169,store,189,0,,
170,president,3907,0,,
171,school,1477,0,,
172,human,3857,0,,
173,pandemic,694,0,,
174,book,1971,0,,
175,million,2912,0,,
176,party,3012,0,,
177,money,1930,0,,
178,man,2137,0,,
179,postponed,122,0,,
180,bill,1094,0,,
181,children,2864,0,,
182,killed,2847,0,,
183,first,6342,0,,
184,left,3734,0,,
185,crimes,1821,0,,
186,global,1916,0,,
187,statue,97,0,,
188,revenge,245,0,,
189,water,1209,0,,
190,arms,912,0,,
191,health,1478,0,,
192,article,1516,0,,
193,campaign,3225,0,,
194,pages,393,0,,
195,statement,2515,0,,
196,work,3813,0,,
197,comments,1113,0,,
198,security,3881,0,,
199,things,2305,0,,
200,face,1664,0,,
201,strike,695,0,,
202,lobby,904,0,,
203,oil,1201,0,,
204,see,4230,0,,
205,white,2039,0,,
206,black,1586,0,,
207,women,2193,0,,
208,mother,791,0,,
209,didnt,1908,0,,
210,knee,141,0,,
211,year,5944,0,,
212,much,4608,0,,
213,World Cup,109,0,,
214,page,689,0,,
215,mean,1613,0,,
216,foreign,3954,0,,
217,time,8310,0,,
218,city,2139,0,,
219,meeting,1456,0,,
220,closing,222,0,,
221,decision,2633,0,,
222,band,109,0,,
223,conversations,247,0,,
224,minister,2102,0,,
225,slave,183,0,,
226,added,1608,0,,
227,years,8171,0,,
228,cent,154,0,,
229,states,2740,0,,
230,show,1825,0,,
231,sign,822,0,,
232,economic,2713,0,,
233,nations,1467,0,,
234,case,2466,0,,
235,protests,1312,0,,
236,speech,2284,0,,
237,funeral,273,0,,
238,border,2004,0,,
239,New York,2615,0,,
240,actually,1899,0,,
241,could,6524,0,,
242,fact,3483,0,,
243,court,1285,0,,
244,good,2506,0,,
245,happening,658,0,,
246,senior,1129,0,,
247,stated,830,0,,
248,voice,617,0,,
249,higher,481,0,,
250,official,2032,0,,
251,wearing,328,0,,
252,free,2115,0,,
253,company,936,0,,
254,system,2011,0,,
255,policy,4525,0,,
256,troops,1311,0,,
257,injured,532,0,,
258,week,2608,0,,
259,development,723,0,,
260,religious,1544,0,,
261,intelligence,1439,0,,
262,leaders,3023,0,,
263,interests,1507,0,,
264,positive,541,0,,
265,commander,357,0,,
266,go,3195,0,,
267,reporting,625,0,,
268,billion,1026,0,,
269,including,5118,0,,
270,report,2189,0,,
271,event,1152,0,,
272,saying,2625,0,,
273,virus,536,0,,
274,volunteers,147,0,,
275,embassy,1287,0,,
276,agreement,1360,0,,
277,today,2280,0,,
278,last,4663,0,,
279,conference,1382,0,,
280,move,2434,0,,
281,national,2936,0,,
282,prison,1006,0,,
283,front,986,0,,
284,woman,1024,0,,
285,author,1166,0,,
286,make,4420,0,,
287,deals,323,0,,
288,interested,479,0,,
289,trips,237,0,,
290,negotiator,185,0,,
291,father,1066,0,,
292,mathematics,137,0,,
293,dollars,721,0,,
294,infections,172,0,,
295,violence,2654,0,,
296,eligible,120,0,,
297,confirmed,639,0,,
298,history,3417,0,,
299,drivers,116,0,,
300,talk,1377,0,,
301,monastery,44,0,,
302,got,1867,0,,
303,care,1235,0,,
304,way,5131,0,,
305,trade,1072,0,,
306,sex,250,0,,
307,must,3270,0,,
308,closings,56,0,,
309,forces,2603,0,,
310,communities,1251,0,,
311,trip,820,0,,
312,medical,774,0,,
313,land,3216,0,,
314,public,3632,0,,
315,day,3847,0,,
316,deaths,730,0,,
317,research,624,0,,
318,information,1195,0,,
319,Womens March,143,0,,
320,back,4495,0,,
321,classified,155,0,,
322,every,2843,0,,
323,life,2886,0,,
324,died,1099,0,,
325,illegal,1746,0,,
326,within,2248,0,,
327,enterprises,61,0,,
328,freedom,1777,0,,
329,members,3134,0,,
330,sound,303,0,,
331,solution,2159,0,,
332,vote,2092,0,,
333,called,4735,0,,
334,doesnt,1701,0,,
335,social,2231,0,,
336,need,2684,0,,
337,tweet,773,0,,
338,created,1188,0,,
339,view,1425,0,,
340,pipeline,124,0,,
341,candidates,914,0,,
342,visit,1526,0,,
343,vision,764,0,,
344,might,2486,0,,
345,interview,1182,0,,
346,targets,579,0,,
347,across,1970,0,,
348,academic,530,0,,
349,editors,144,0,,
350,George W Bush,362,0,,
351,home,2785,0,,
352,definition,541,0,,
353,resolution,1353,0,,
354,territory,1731,0,,
355,killing,1327,0,,
356,order,2308,0,,
357,police brutality,97,0,,
358,long,4979,0,,
359,thing,1697,0,,
360,wing,1736,0,,
361,friends,1063,0,,
362,adviser,619,0,,
363,found,1913,0,,
364,editorial,371,0,,
365,campus,449,0,,
366,prime minister,1276,0,,
367,corporate,696,0,,
368,New Zealand,390,0,,
369,poor,641,0,,
370,non,1629,0,,
371,editor,554,0,,
372,property,357,0,,
373,Prime Minister Benjamin,952,0,,
374,total,834,0,,
375,check,333,0,,
376,film,749,0,,
377,help,2157,0,,
378,Democratic Party,717,0,,
379,something,2241,0,,
380,old,2903,0,,
381,member,2019,0,,
382,agreements,430,0,,
383,demonstration,257,0,,
384,United States President,165,0,,
385,record,1142,0,,
386,community,2727,0,,
387,century,1741,0,,
388,activists,1417,0,,
389,debate,1125,0,,
390,well,5145,0,,
391,administrations,1007,0,,
392,friend,755,0,,
393,episodes,103,0,,
394,black man,46,0,,
395,murder,921,0,,
396,officials,2348,0,,
397,opportunities,300,0,,
398,measures,742,0,,
399,experience,873,0,,
400,brutality,235,0,,
401,US President Donald,295,0,,
402,flags,311,0,,
403,citizens,1772,0,,
404,audience,494,0,,
405,holy,507,0,,
406,church,360,0,,
407,former,3287,0,,
408,politics,2095,0,,
409,less,1834,0,,
410,population,1788,0,,
411,provide,967,0,,
412,funded,455,0,,
413,point,2455,0,,
414,Minneapolis police,31,0,,
415,crisis,1626,0,,
416,around,3341,0,,
417,office,1859,0,,
418,election,2470,0,,
419,photo,567,0,,
420,Minister Benjamin Netanyahu,858,0,,
421,best,1687,0,,
422,rally,533,0,,
423,laws,987,0,,
424,control,2321,0,,
425,expressed,806,0,,
426,meanwhile,233,0,,
427,leader,2397,0,,
428,States President Donald,120,0,,
429,democracy,1479,0,,
430,issue,2387,0,,
431,United States government,441,0,,
432,Chinese people,29,0,,
433,closed,637,0,,
434,companies,980,0,,
435,gifts,84,0,,
436,without,3353,0,,
437,condolences,52,0,,
438,culture,976,0,,
439,never,3663,0,,
440,mask,131,0,,
441,desert,247,0,,
442,journalist,1173,0,,
443,place,2789,0,,
444,schools,794,0,,
445,great,2061,0,,
446,three,3031,0,,
447,liberal,1133,0,,
448,withdrawal,432,0,,
449,given,1778,0,,
450,football,258,0,,
451,district,496,0,,
452,convention,171,0,,
453,representatives,434,0,,
454,Mr Trumps,89,0,,
455,series,994,0,,
456,return,1720,0,,
457,slaves,127,0,,
458,take,3808,0,,
459,process,2007,0,,
460,men,1356,0,,
461,latest,1009,0,,
462,used,2937,0,,
463,went,1837,0,,
464,alerts,69,0,,
465,face masks,37,0,,
466,protesters,1014,0,,
467,next,2127,0,,
468,leadership,1928,0,,
469,characters,130,0,,
470,name,1574,0,,
471,following,1677,0,,
472,position,1777,0,,
473,regional,908,0,,
474,officers,554,0,,
475,industry,495,0,,
476,attacks,2485,0,,
477,retaliation,228,0,,
478,look,1842,0,,
479,tax,630,0,,
480,historic,770,0,,
481,river,332,0,,
482,class,1185,0,,
483,team,1012,0,,
484,based,2407,0,,
485,prisoners,610,0,,
486,civilians,1059,0,,
487,talks,833,0,,
488,ceremony,288,0,,
489,stand,1351,0,,
490,known,1934,0,,
491,spectators,57,0,,
492,talking,1144,0,,
493,self,1868,0,,
494,someone,951,0,,
495,banned,397,0,,
496,end,3713,0,,
497,person,1409,0,,
498,South Korea,265,0,,
499,available,548,0,,
500,areas,1129,0,,
501,change,2502,0,,
502,charge,667,0,,
503,often,2000,0,,
504,Foreign Minister,247,0,,
505,activist,931,0,,
506,values,801,0,,
507,recent,2263,0,,
508,video,1123,0,,
509,director,1301,0,,
510,port,177,0,,
511,near,1157,0,,
512,made,5146,0,,
513,novel,392,0,,
514,sport,99,0,,
515,legal,1514,0,,
516,governments,1710,0,,
517,march,319,0,,
518,east,436,0,,
519,right wing,1177,0,,
520,role,1934,0,,
521,justice,1764,0,,
522,epidemic,125,0,,
523,market,452,0,,
524,Premier League,48,0,,
525,future,2463,0,,
526,Human Rights Watch,214,0,,
527,Crown Prince,178,0,,
528,put,2432,0,,
529,others,2197,0,,
530,local,1419,0,,
531,room,638,0,,
532,episode,276,0,,
533,agreed,738,0,,
534,announced,1395,0,,
535,lawmakers,472,0,,
536,toward,1243,0,,
537,flight,202,0,,
538,cant,1495,0,,
539,outbreak,337,0,,
540,rich,516,0,,
541,electricity,227,0,,
542,later,2659,0,,
543,Hong Kong,223,0,,
544,tested,226,0,,
545,agency,863,0,,
546,major,1962,0,,
547,Security Council,720,0,,
548,hearing,380,0,,
549,example,1569,0,,
550,universities,368,0,,
551,paper,466,0,,
552,continues,884,0,,
553,original,534,0,,
554,services,735,0,,
555,Washington DC,414,0,,
556,magazine,239,0,,
557,data,438,0,,
558,nation,1690,0,,
559,supremacy,306,0,,
560,business,1138,0,,
561,comment,705,0,,
562,letter,1172,0,,
563,idea,1457,0,,
564,response,1764,0,,
565,organisation,316,0,,
566,signed,812,0,,
567,night,1019,0,,
568,become,2536,0,,
569,homeless,87,0,,
570,seats,377,0,,
571,led,2241,0,,
572,ground,1139,0,,
573,continue,1745,0,,
574,Cold War,340,0,,
575,claim,1339,0,,
576,general,1515,0,,
577,slavery,229,0,,
578,South Africa,596,0,,
579,different,1955,0,,
580,sides,835,0,,
581,read,1109,0,,
582,African American,253,0,,
583,month,1652,0,,
584,adviser Jared Kushner,105,0,,
585,asked,1721,0,,
586,White House senior,35,0,,
587,rockets,440,0,,
588,shows,997,0,,
589,young,1675,0,,
590,decades,1832,0,,
591,army,1150,0,,
592,became,1688,0,,
593,emergency,534,0,,
594,Hillary Clinton,349,0,,
595,sounds,212,0,,
596,since,4215,0,,
597,sons,214,0,,
598,remarks,655,0,,
599,camp,763,0,,
600,listening,185,0,,
601,elections,1330,0,,
602,June May April,32,0,,
603,May April March,32,0,,
604,December November October,32,0,,
605,peoples,938,0,,
606,staff,853,0,,
607,tweets,414,0,,
608,street,543,0,,
609,art,379,0,,
610,far,3202,0,,
611,thought,1237,0,,
612,parties,1345,0,,
613,privacy,103,0,,
614,largest,839,0,,
615,several,1949,0,,
616,course,2008,0,,
617,better,1658,0,,
618,hours,1020,0,,
619,action,1590,0,,
620,together,1508,0,,
621,took,2229,0,,
622,student,894,0,,
623,far right,556,0,,
624,cross,415,0,,
625,mix,156,0,,
626,practice,553,0,,
627,university,501,0,,
628,aid,1586,0,,
629,everything,1041,0,,
630,space,618,0,,
631,brothers,300,0,,
632,corporations,249,0,,
633,the IHRA,130,0,,
634,the Middle East,2696,0,,
635,the occupied West,614,0,,
636,the Palestine Liberation,340,0,,
637,the Palestinian Authority,642,0,,
638,the United States,10228,0,,
639,the US,4874,0,,
640,I think,3011,0,,
641,with Israel,1302,0,,
642,you know,1516,0,,
643,the UAE,325,0,,
644,during a,704,0,,
645,the Palestinians,3381,0,,
646,the Palestinian,5170,0,,
647,the Israeli,5527,0,,
648,on March,388,0,,
649,of Israel,4792,0,,
650,the West Bank,4207,0,,
651,percent of,1221,0,,
652,on Saturday,500,0,,
653,kind of,1741,0,,
654,Israel and,3843,0,,
655,and the,15515,0,,
656,that the,10493,0,,
657,the Israeli occupied,112,0,,
658,the Chinese,250,0,,
659,in the Israeli,328,0,,
660,of George,181,0,,
661,China has,115,0,,
662,the Jewish,2219,0,,
663,and stories,126,0,,
664,of George Floyd,95,0,,
665,And I,845,0,,
666,the plan,1061,0,,
667,the coronavirus,567,0,,
668,China and,261,0,,
669,at the,8716,0,,
670,the world,4583,0,,
671,from March,89,0,,
672,to be,9458,0,,
673,number of,1652,0,,
674,ties with,335,0,,
675,want to,2326,0,,
676,the UK,908,0,,
677,The Times,249,0,,
678,relations with,485,0,,
679,according to,2183,0,,
680,stories that,171,0,,
681,The United States,965,0,,
682,the Labour,501,0,,
683,the United Arab,285,0,,
684,in the United,1735,0,,
685,your friends,110,0,,
686,I mean,806,0,,
687,I was,1820,0,,
688,more than,3402,0,,
689,the people,1680,0,,
690,on Tuesday,622,0,,
691,ADVERTISEMENT The,88,0,,
692,is a,7994,0,,
693,be interested,124,0,,
694,on Twitter,814,0,,
695,it with a,131,0,,
696,a protest,201,0,,
697,in a,7954,0,,
698,during a protest,79,0,,
699,in Ramallah,234,0,,
700,of antisemitism,354,0,,
701,the UN,1806,0,,
702,in Baghdad,235,0,,
703,i i,454,0,,
704,the PA,483,0,,
705,is the,5585,0,,
706,a lot of,1184,0,,
707,as of,242,0,,
708,it was,3614,0,,
709,up as,116,0,,
710,he was,2782,0,,
711,And so,481,0,,
712,are happening,45,0,,
713,happening now,47,0,,
714,in China,177,0,,
715,China and the,43,0,,
716,and Bahrain,79,0,,
717,the two,1627,0,,
718,the British,1102,0,,
719,in Gaza,1787,0,,
720,You know,560,0,,
721,or higher,40,0,,
722,the Arab,1424,0,,
723,had been,2110,0,,
724,you have,910,0,,
725,we have,1597,0,,
726,UAE and,102,0,,
727,and I,1554,0,,
728,of Soleimani,111,0,,
729,in the West,1768,0,,
730,charge to,76,0,,
731,with the,9228,0,,
732,the Lebanese,207,0,,
733,the Arabs,312,0,,
734,the EU,447,0,,
735,of Palestinian,1715,0,,
736,the war,1545,0,,
737,and the United,613,0,,
738,the Jews,627,0,,
739,the Trump,2208,0,,
740,is protected by,86,0,,
741,site is,93,0,,
742,the region,1843,0,,
743,the country,2211,0,,
744,on the,13416,0,,
745,the death,463,0,,
746,You can,353,0,,
747,during the,2074,0,,
748,on Friday,492,0,,
749,of anti,978,0,,
750,over the,3049,0,,
751,a friend,221,0,,
752,and free,96,0,,
753,of Palestine,2023,0,,
754,the Holocaust,765,0,,
755,can provide,84,0,,
756,of China,105,0,,
757,the State of,745,0,,
758,protest against,163,0,,
759,Omar and,496,0,,
760,was a,3802,0,,
761,I dont,1366,0,,
762,as one,395,0,,
763,of his,2774,0,,
764,the first,3032,0,,
765,the occupied,1224,0,,
766,that matters,91,0,,
767,have a,1924,0,,
768,In the United,102,0,,
769,the deal,657,0,,
770,in front of,349,0,,
771,the president,1084,0,,
772,she was,915,0,,
773,a Jewish,959,0,,
774,the Democratic,1250,0,,
775,it is,4775,0,,
776,is available,117,0,,
777,that we,1547,0,,
778,Get our,175,0,,
779,in Minneapolis,74,0,,
780,Ramallah in the,49,0,,
781,provide a,196,0,,
782,the State,1097,0,,
783,the CIA,481,0,,
784,in Jerusalem,898,0,,
785,it with,318,0,,
786,think that,751,0,,
787,delivered to your,164,0,,
788,the UAE and,65,0,,
789,It is,3222,0,,
790,have to,2167,0,,
791,of a,7642,0,,
792,protected by,163,0,,
793,support for,1901,0,,
794,of Palestinians,1244,0,,
795,meeting with,296,0,,
796,According to,1435,0,,
797,after the,2140,0,,
798,I had,576,0,,
799,a knee,42,0,,
800,Jerusalem as,863,0,,
801,I have,1345,0,,
802,a Black,76,0,,
803,in Iraq,826,0,,
804,Baroud is a,111,0,,
805,stated that,301,0,,
806,as a,8154,0,,
807,against police,47,0,,
808,he says,492,0,,
809,do you,590,0,,
810,the Jordan,638,0,,
811,in Washington,934,0,,
812,across the,1342,0,,
813,Israel in,861,0,,
814,will be,3357,0,,
815,as an,1700,0,,
816,the Syrian,684,0,,
817,death of George,40,0,,
818,created by,230,0,,
819,of the century,436,0,,
820,to get,1683,0,,
821,in Canada,100,0,,
822,would be,3242,0,,
823,in Palestine,1828,0,,
824,in Syria,979,0,,
825,the House,751,0,,
826,that he,2869,0,,
827,He is,847,0,,
828,the virus,340,0,,
829,the Gulf,364,0,,
830,The Palestinians,320,0,,
831,a statement,1169,0,,
832,of Chinese,50,0,,
833,the Canadian,101,0,,
834,at pm,98,0,,
835,Additional reporting by,29,0,,
836,killed in,502,0,,
837,between the,1651,0,,
838,United States has,475,0,,
839,the Israel,820,0,,
840,the headlines,54,0,,
841,of the United,1464,0,,
842,the Holy,353,0,,
843,in London,281,0,,
844,United States and,1264,0,,
845,withdrawal from,172,0,,
846,in Ramallah in,40,0,,
847,Israel and the,994,0,,
848,against police brutality,32,0,,
849,to do,2696,0,,
850,against the,2569,0,,
851,talk about,702,0,,
852,We have,754,0,,
853,per cent of,87,0,,
854,the online,57,0,,
855,of our,1540,0,,
856,such as,2040,0,,
857,brutality and,49,0,,
858,statue of,47,0,,
859,to the United,889,0,,
860,a Black Lives,34,0,,
861,as the,5403,0,,
862,and other,2079,0,,
863,a Palestinian,1453,0,,
864,about the,3615,0,,
865,of the West,1230,0,,
866,the ICC,455,0,,
867,to help,770,0,,
868,has been,5681,0,,
869,the USA,139,0,,
870,in the region,1036,0,,
871,the Palestine,674,0,,
872,to any,356,0,,
873,between Israel and,549,0,,
874,the same,3296,0,,
875,of its,1975,0,,
876,the Russian,330,0,,
877,one of,4077,0,,
878,from the,8135,0,,
879,deal of the,362,0,,
880,that she,921,0,,
881,I want to,411,0,,
882,editor of,191,0,,
883,this is,1889,0,,
884,that is,2455,0,,
885,need to,1388,0,,
886,I am,1433,0,,
887,of the Palestine,232,0,,
888,the Muslim,572,0,,
889,for America,120,0,,
890,the new,1162,0,,
891,in Abu,57,0,,
892,a protest against,69,0,,
893,So I,322,0,,
894,the full,304,0,,
895,the Labour Party,223,0,,
896,the event,349,0,,
897,is that,2271,0,,
898,the White House,1142,0,,
899,to normalize,70,0,,
900,not just the,102,0,,
901,our best,188,0,,
902,police brutality and,30,0,,
903,the Kremlin,81,0,,
904,and racism,96,0,,
905,outside the,462,0,,
906,they are,2268,0,,
907,he had,1165,0,,
908,on Monday,512,0,,
909,His latest,111,0,,
910,the movement,449,0,,
911,the pandemic,225,0,,
912,not just,905,0,,
913,a news conference,83,0,,
914,Israel is,1516,0,,
915,i i i,269,0,,
916,into the,2329,0,,
917,on Sunday,464,0,,
918,journalism of,133,0,,
919,of anti Semitism,590,0,,
920,and Israel,1049,0,,
921,with a,3374,0,,
922,that can,487,0,,
923,was the,2423,0,,
924,this image,60,0,,
925,the Gaza,1155,0,,
926,out of,2948,0,,
927,in the Middle,1392,0,,
928,anniversary of,271,0,,
929,Bahrain and,82,0,,
930,protest against the,66,0,,
931,of US,491,0,,
932,right to,1865,0,,
933,at a,1833,0,,
934,as well as,1876,0,,
935,that you,720,0,,
936,the s,1158,0,,
937,for murder,92,0,,
938,of Iran,391,0,,
939,UAE and Bahrain,37,0,,
940,that I,1051,0,,
941,And I think,242,0,,
942,Iran is,331,0,,
943,and his,1953,0,,
944,as well,2722,0,,
945,Israel has,1348,0,,
946,of Gaza,575,0,,
947,to a,3991,0,,
948,the BDS,500,0,,
949,that they,2325,0,,
950,trying to,1651,0,,
951,The US,533,0,,
952,of God,166,0,,
953,the app,31,0,,
954,that Israel,1237,0,,
955,history of,992,0,,
956,to your,414,0,,
957,the death of,273,0,,
958,It was,1725,0,,
959,have been,5036,0,,
960,custody of,27,0,,
961,cause of death,103,0,,
962,the letters,41,0,,
963,of this,2494,0,,
964,killing of,437,0,,
965,that it,2525,0,,
966,and special,80,0,,
967,members of,1597,0,,
968,the military,702,0,,
969,West Bank and,1097,0,,
970,the Chinese people,19,0,,
971,other countries,463,0,,
972,author of,582,0,,
973,of Israels,1007,0,,
974,a large,498,0,,
975,and they,922,0,,
976,the Iranian,592,0,,
977,withdrawal from the,90,0,,
978,and the UAE,95,0,,
979,taking a,135,0,,
980,think the,385,0,,
981,in Israel,1910,0,,
982,the Saudi,476,0,,
983,to Lebanon,50,0,,
984,he didnt,173,0,,
985,Tlaib and,359,0,,
986,and then,1146,0,,
987,support of,857,0,,
988,according to the,700,0,,
989,just the,310,0,,
990,racism in,100,0,,
991,Soleimani was,95,0,,
992,in Berlin,87,0,,
993,Judea and Samaria,151,0,,
994,ties to,423,0,,
995,the worlds,758,0,,
996,This is,2718,0,,
997,you think,433,0,,
998,the BBC,184,0,,
999,in the country,374,0,,
